,lon,lat,ele,sun,hum,pre,rai,N,cod
975,73.1161111111,-5.74583333333,2470,5,2,2,3,4,24035170
976,73.2,-5.46666666667,3250,0,0,2,0,1,24035190
977,72.3716666667,-6.40722222222,3716,5,1,11,3,4,24035240
978,72.4661111111,-6.18833333333,2888,3,2,11,5,4,24035250
979,72.6930555556,-6.5175,1160,4,2,5,6,4,24035260
980,72.7075,-6.84083333333,2698,5,2,7,3,4,24035270
981,73.1875,-5.59666666667,2700,0,0,2,6,2,24035300
982,72.5047222222,-6.54944444444,2350,5,2,7,3,4,24035310
983,72.7047222222,-6.13305555556,2594,0,2,11,3,3,24035320
984,72.5786111111,-6.32611111111,2150,5,2,11,3,4,24035330
985,72.9677777778,-5.67694444444,2500,5,2,2,6,4,24035340
986,73.2061111111,-6.6375,1300,0,0,11,6,2,24040050
987,73.2761111111,-6.60611111111,630,0,0,7,6,2,24040060
988,73.4108333333,-6.87277777778,721,0,0,6,6,2,24050060
989,73.5205555556,-7.12694444444,150,0,0,3,6,2,24050070
990,73.2797222222,-6.70722222222,815,0,0,7,6,2,24050100
991,73.6322222222,-6.91194444444,300,0,0,6,4,2,24050110
992,73.2825,-6.79277777778,1810,5,1,7,3,4,24055030
993,73.2919444444,-6.54972222222,940,0,2,6,3,3,24055040
994,73.5480555556,-7.26416666667,188,0,0,3,6,2,24060040
995,73.0927777778,-6.75916666667,1460,0,0,11,1,2,24060050
996,73.4194444444,-7.10861111111,180,0,0,3,6,2,24060060
997,73.3277777778,-7.07638888889,267,0,0,6,6,2,24060070
998,73.4908333333,-7.27027777778,175,0,0,3,6,2,24060080
999,73.79,-7.24611111111,138,0,2,3,6,3,24065010
1000,75.7097222222,-7.88722222222,55,0,0,3,1,2,25010010
1001,75.5383333333,-7.78805555556,200,0,0,4,1,2,25010060
1002,75.6797222222,-8.02833333333,100,0,0,5,1,2,25010080
1003,75.7563888889,-8.12638888889,160,0,0,5,1,2,25010100
1004,75.6472222222,-8.00611111111,80,0,0,5,1,2,25010110
1005,75.6322222222,-8.18055555556,170,0,1,6,1,3,25015010
1006,74.5122222222,-8.72722222222,54,0,0,10,1,2,25020030
1007,73.8152777778,-8.86027777778,20,0,0,3,1,2,25020090
1008,75.4066666667,-9.30805555556,200,0,0,5,1,2,25020130
1009,75.4430555556,-8.93777777778,60,0,0,11,1,2,25020140
1010,75.1291666667,-9.43194444444,200,0,0,5,1,2,25020190
1011,73.9727777778,-9.49277777778,50,0,0,7,1,2,25020220
1012,73.3427777778,-9.56444444444,170,0,0,7,1,2,25020230
1013,73.8902777778,-9.41027777778,70,0,0,7,1,2,25020240
1014,73.5452777778,-9.19972222222,100,0,0,3,6,2,25020250
1015,73.4913888889,-9.39916666667,100,0,0,3,1,2,25020260
1016,73.7358333333,-9.19555555556,90,0,0,3,1,2,25020270
1017,73.6119444444,-9.60638888889,30,0,0,7,1,2,25020280
1018,74.5691666667,-8.36638888889,90,0,0,10,6,2,25020330
1019,74.5416666667,-8.49277777778,25,0,0,10,1,2,25020350
1020,74.9422222222,-8.03666666667,30,0,0,1,1,2,25020370
1021,75.1555555556,-9.39722222222,150,0,0,5,1,2,25020390
1022,75.1672222222,-9.38361111111,180,0,0,5,1,2,25020400
1023,74.7286111111,-8.21944444444,30,0,0,10,1,2,25020410
1024,74.5627777778,-8.3875,48,0,0,10,6,2,25020420
1025,74.8677777778,-8.34055555556,25,0,0,3,1,2,25020480
1026,74.7294444444,-8.81611111111,50,0,0,3,1,2,25020500
1027,74.55,-8.41666666667,25,0,0,10,0,1,25020510
1028,75.0897222222,-8.02527777778,143,0,0,3,1,2,25020530
1029,74.7061111111,-8.03111111111,53,0,0,10,6,2,25020540
1030,73.56,-8.93861111111,250,0,0,7,1,2,25020650
1031,73.7538888889,-9.00972222222,90,0,0,3,1,2,25020660
1032,73.5597222222,-9.05027777778,500,0,0,7,1,2,25020670
1033,73.4108333333,-9.42305555556,500,0,0,7,1,2,25020690
1034,75.3352777778,-8.04972222222,50,0,0,11,1,2,25020700
1035,75.2702777778,-8.43388888889,25,0,0,3,1,2,25020710
1036,75.3836111111,-8.63722222222,130,0,0,11,1,2,25020720
1037,75.3844444444,-9.11777777778,125,0,0,5,1,2,25020730
1038,75.0891666667,-8.57611111111,20,0,0,3,1,2,25020740
1039,75.1688888889,-9.01138888889,60,0,0,5,1,2,25020750
1040,74.9238888889,-9.00472222222,25,0,0,5,1,2,25020760
1041,75.0527777778,-9.40305555556,200,0,0,5,1,2,25020770
1042,75.0341666667,-8.46138888889,20,0,0,3,1,2,25020780
1043,74.7177777778,-8.71888888889,50,0,0,3,1,2,25020790
1044,74.5297222222,-8.57305555556,20,0,0,3,6,2,25020800
1045,74.6055555556,-8.29111111111,40,0,0,10,6,2,25020810
1046,74.6997222222,-8.60277777778,50,0,0,3,1,2,25020820
1047,74.9408333333,-9.35944444444,100,0,0,5,1,2,25020860
1048,73.9658333333,-8.82277777778,40,0,0,7,1,2,25020870
1049,74.1105555556,-8.94666666667,25,0,0,3,1,2,25020880
1050,74.2219444444,-9.11916666667,20,0,0,3,1,2,25020890
1051,74.3558333333,-9.23388888889,65,0,0,7,1,2,25020900
1052,74.2705555556,-8.80972222222,140,0,0,10,6,2,25020910
1053,73.4166666667,-9.21666666667,500,0,0,3,6,2,25020920
1054,74.7355555556,-8.33277777778,40,0,0,3,1,2,25020940
1055,74.7711111111,-9.04194444444,10,0,0,3,1,2,25020950
1056,74.8252777778,-9.58805555556,20,0,0,5,1,2,25020960
1057,73.9411111111,-8.45944444444,74,0,0,7,1,2,25020970
1058,75.1244444444,-8.79083333333,20,0,0,5,1,2,25020980
1059,75.1902777778,-9.17833333333,80,0,0,5,1,2,25020990
1060,75.0508333333,-9.165,70,0,0,5,1,2,25021000
1061,75.4808333333,-8.21944444444,110,0,0,3,1,2,25021010
1062,74.7352777778,-9.43416666667,25,0,0,5,1,2,25021020
1063,74.5019444444,-9.2475,25,0,0,7,1,2,25021030
1064,74.0441666667,-9.18805555556,25,0,0,7,1,2,25021040
1065,73.8255555556,-8.66805555556,40,0,0,7,1,2,25021050
1066,74.3138888889,-9.09333333333,40,0,0,7,1,2,25021090
1067,74.6855555556,-9.07638888889,20,0,0,3,1,2,25021180
1068,74.5955555556,-9.52277777778,100,0,0,5,1,2,25021190
1069,74.0794444444,-9.02666666667,26,0,0,3,1,2,25021200
1070,75.4736111111,-8.81833333333,150,0,0,5,1,2,25021210
1071,73.8097222222,-9.26,138,0,0,3,1,2,25021240
1072,74.0855555556,-9.91194444444,120,0,0,7,1,2,25021250
1073,74.8508333333,-9.17388888889,70,0,0,5,1,2,25021260
1074,74.5222222222,-9.07027777778,20,0,0,3,1,2,25021270
1075,74.4908333333,-8.92055555556,20,0,0,3,1,2,25021280
1076,74.4061111111,-9.10138888889,25,0,0,7,1,2,25021290
1077,74.6463888889,-9.27388888889,20,0,0,5,1,2,25021300
1078,74.4058333333,-9.00416666667,20,0,0,3,1,2,25021310
1079,74.2452777778,-8.65972222222,23,0,0,3,6,2,25021320
1080,74.6133333333,-9.11527777778,20,0,0,3,1,2,25021330
1081,74.7361111111,-9.24916666667,18,0,0,5,1,2,25021340
1082,74.4355555556,-9.26277777778,20,0,0,5,1,2,25021350
1083,74.7119444444,-8.92472222222,20,0,0,3,1,2,25021360
1084,74.7080555556,-8.88166666667,20,0,0,3,1,2,25021370
1085,74.1741666667,-9.08833333333,24,0,0,3,1,2,25021380
1086,75.2,-8.0,70,0,0,3,1,2,25021390
1087,75.5983333333,-8.48666666667,100,0,0,5,1,2,25021450
1088,75.0897222222,-8.57638888889,60,0,0,3,1,2,25021470
1089,74.7883333333,-8.03194444444,45,0,0,10,1,2,25021480
1090,74.5611111111,-8.34472222222,31,0,0,10,6,2,25021490
1091,74.3522222222,-9.58111111111,35,0,0,5,1,2,25021500
1092,74.6530555556,-9.03888888889,20,0,0,3,1,2,25021510
1093,74.055,-8.95416666667,30,0,0,3,1,2,25021540
1094,74.7986111111,-8.90277777778,20,0,0,3,1,2,25021560
1095,73.5333333333,-9.18333333333,100,0,0,7,1,2,25021580
1096,73.8166666667,-8.86666666667,33,0,0,7,1,2,25021590
1097,74.5802777778,-9.8725,85,0,0,7,1,2,25021600
1098,74.5047222222,-9.68555555556,100,0,0,7,1,2,25021610
1099,74.3219444444,-9.68361111111,80,0,0,7,1,2,25021620
1100,74.3883333333,-9.80166666667,110,0,0,7,1,2,25021630
1101,73.7,-8.72083333333,40,0,0,7,1,2,25021640
1102,73.8761111111,-9.55722222222,40,0,0,7,1,2,25021650
1103,75.2572222222,-8.60083333333,30,0,0,5,1,2,25021660
1104,74.835,-9.73527777778,25,4,2,5,1,4,25025020
1105,75.2830555556,-9.33388888889,166,4,2,5,1,4,25025080
1106,73.9708333333,-9.04611111111,34,4,2,3,6,4,25025090
1107,74.8452777778,-9.28194444444,18,4,2,5,1,4,25025100
1108,75.1644444444,-8.295,22,1,1,3,1,4,25025150
1109,75.3994444444,-8.00111111111,50,0,1,3,1,3,25025160
1110,75.4986111111,-8.74083333333,125,0,1,5,1,3,25025170
1111,75.0363888889,-8.93527777778,20,4,1,5,1,4,25025180
1112,75.5836111111,-8.39916666667,90,5,1,5,1,4,25025190
1113,74.4741666667,-8.92055555556,10,0,2,3,1,3,25025210
1114,74.05,-8.53333333333,160,0,2,5,1,3,25025220
1115,74.4833333333,-8.3,100,0,1,10,6,3,25025230
1116,74.6402777778,-8.54638888889,20,1,1,3,6,4,25025240
1117,73.5933333333,-9.36361111111,40,4,2,7,1,4,25025250
1118,75.4022222222,-9.21166666667,160,4,1,5,1,4,25025270
1119,74.19,-9.3825,50,0,2,5,1,3,25025300
1120,75.3875,-9.31638888889,160,0,0,5,1,2,25025310
1121,74.2736111111,-9.30388888889,25,4,2,7,1,4,25025320
1122,73.6336111111,-8.95694444444,50,4,2,3,6,4,25025330
1123,76.41,-2.34333333333,2400,0,0,11,4,2,26010020
1124,76.4644444444,-2.38111111111,2630,0,0,6,4,2,26010030
1125,76.3666666667,-2.36666666667,3305,0,0,9,2,2,26010050
1126,76.3833333333,-2.38333333333,3420,0,0,9,2,2,26010070
1127,75.45,-2.16666666667,2900,3,1,11,2,4,26015020
1128,76.3488888889,-2.62444444444,2540,0,0,11,4,2,26020020
1129,76.5425,-2.64222222222,1800,0,0,6,4,2,26020030
1130,76.6383333333,-3.02055555556,1050,0,0,6,4,2,26020100
1131,76.4063888889,-3.03,1115,0,0,6,4,2,26020120
1132,76.4186111111,-2.54166666667,2500,0,0,6,4,2,26020130
1133,76.6511111111,-2.94527777778,1373,0,0,6,4,2,26020160
1134,76.6383333333,-2.49611111111,1470,0,0,6,4,2,26020180
1135,76.4891666667,-2.96111111111,1850,0,0,6,4,2,26020200
1136,76.6241666667,-2.76916666667,1360,0,0,6,3,2,26020220
1137,76.7602777778,-2.60583333333,1800,0,0,6,4,2,26020230
1138,76.5469444444,-2.90361111111,1360,0,0,6,4,2,26020250
1139,76.4038888889,-2.36305555556,2900,0,0,11,2,2,26020320
1140,76.55,-3.08333333333,1205,0,0,6,4,2,26020380
1141,76.5886111111,-2.85361111111,1290,0,0,6,4,2,26020390
1142,76.5333333333,-2.96666666667,1250,0,0,6,4,2,26020450
1143,76.4044444444,-2.4875,2470,0,0,11,4,2,26020460
1144,76.4413888889,-3.04833333333,1040,0,0,11,4,2,26020470
1145,76.45,-3.05,1015,0,2,11,4,3,26025030
1146,76.2888888889,-2.50972222222,3000,2,1,11,2,4,26025070
1147,76.5616666667,-2.58472222222,1850,1,1,6,3,4,26025090
1148,76.5261111111,-2.67444444444,1800,0,1,6,3,3,26025100
1149,76.9088888889,-2.64055555556,2640,0,0,4,3,2,26030030
1150,76.8111111111,-2.45583333333,1740,0,0,6,3,2,26030050
1151,76.8533333333,-2.62555555556,2179,0,0,6,3,2,26030060
1152,76.7544444444,-2.69722222222,1300,0,0,6,3,2,26030070
1153,76.895,-2.62277777778,2502,0,0,4,3,2,26030080
1154,76.8313888889,-2.51444444444,1550,0,0,6,3,2,26030090
1155,76.6166666667,-2.48333333333,1500,0,0,6,4,2,26030100
1156,76.7,-2.71666666667,1200,0,0,6,3,2,26030130
1157,76.6086111111,-2.45277777778,1749,1,2,6,3,4,26035030
1158,76.7,-2.95,1130,0,0,6,3,2,26035040
1159,76.15,-3.03333333333,2339,0,0,11,4,2,26040190
1160,76.2333333333,-2.96666666667,1713,0,0,11,4,2,26040200
1161,76.25,-3.01666666667,1500,0,0,11,4,2,26040210
1162,76.2166666667,-3.05,1838,0,0,6,4,2,26040220
1163,76.2472222222,-3.17861111111,1100,0,0,11,4,2,26040250
1164,76.2622222222,-2.95222222222,1817,0,0,11,4,2,26040260
1165,76.4075,-2.88027777778,2018,0,0,6,4,2,26040290
1166,76.35,-3.08333333333,1069,0,0,11,4,2,26040300
1167,76.3777777778,-3.07055555556,1100,0,0,6,4,2,26040310
1168,76.35,-2.7,2500,0,0,6,4,2,26040340
1169,76.4163888889,-3.26277777778,1000,0,1,11,4,3,26045010
1170,76.6952777778,-2.95472222222,1119,0,0,6,4,2,26050060
1171,76.7191666667,-3.11555555556,1151,0,0,6,3,2,26050270
1172,76.6,-3.1,986,0,0,6,4,2,26050340
1173,76.7,-3.16666666667,1527,0,0,6,3,2,26055040
1174,76.5336111111,-3.37777777778,985,1,2,11,4,4,26055070
1175,76.3458333333,-3.32027777778,1000,0,0,11,4,2,26060020
1176,76.4688888889,-3.17722222222,1000,0,0,11,4,2,26060030
1177,76.1405555556,-3.22638888889,2370,0,0,11,3,2,26060200
1178,76.3466666667,-3.26944444444,1000,1,1,11,4,4,26065010
1179,76.2230555556,-3.24555555556,1128,2,1,11,3,4,26065020
1180,76.2105555556,-3.52694444444,1120,0,0,11,4,2,26070110
1181,76.2502777778,-3.45972222222,1075,0,0,11,4,2,26070170
1182,76.0666666667,-3.43333333333,2410,0,0,11,4,2,26070590
1183,76.1666666667,-3.36666666667,2160,0,0,6,4,2,26070610
1184,76.2386111111,-3.32777777778,1078,0,0,11,4,2,26070760
1185,76.315,-3.51333333333,1050,1,2,11,4,4,26075010
1186,76.3855555556,-3.53333333333,961,1,2,2,4,4,26075040
1187,76.2777777778,-3.57388888889,1058,0,2,11,4,3,26075050
1188,76.2991666667,-3.36055555556,1013,1,2,11,4,4,26075080
1189,76.2166666667,-3.48333333333,1350,0,0,11,4,2,26075090
1190,76.1855555556,-3.31388888889,1626,0,0,11,4,2,26075110
1191,76.4297222222,-3.69833333333,987,0,0,2,4,2,26080070
1192,76.3833333333,-4.2,1532,0,0,6,3,2,26080250
1193,76.3,-4.15,953,0,0,11,4,2,26080260
1194,76.6013888889,-3.43805555556,1651,0,0,11,4,2,26080280
1195,76.3505555556,-3.89083333333,944,0,0,2,4,2,26080290
1196,76.5030555556,-3.45722222222,954,0,2,11,4,3,26085120
1197,76.5666666667,-3.58333333333,1500,2,1,2,4,4,26085130
1198,76.1655555556,-3.77305555556,1850,0,0,11,4,2,26090060
1199,76.1666666667,-3.51666666667,1500,0,0,6,4,2,26090300
1200,76.0,-3.63333333333,2875,0,0,11,4,2,26090380
1201,76.1666666667,-3.55,2100,0,0,6,3,2,26090430
1202,76.1994444444,-3.64972222222,1170,0,0,11,4,2,26090460
1203,76.2,-3.91666666667,1644,0,0,6,3,2,26090480
1204,76.1,-3.63333333333,1555,0,0,11,4,2,26090510
1205,76.2,-3.66666666667,1424,0,0,6,4,2,26090520
1206,76.15,-3.88333333333,2360,0,0,6,3,2,26090530
1207,76.2166666667,-3.83333333333,1950,0,0,6,3,2,26090550
1208,76.0166666667,-3.71666666667,3052,0,0,11,3,2,26090560
1209,76.1833333333,-3.91666666667,1650,0,0,6,3,2,26090580
1210,76.2,-3.98333333333,1221,0,0,11,4,2,26090620
1211,76.1166666667,-3.71666666667,3900,0,0,2,0,1,26090660
1212,76.2666666667,-3.88333333333,960,0,0,2,4,2,26090790
1213,76.1833333333,-3.58333333333,1750,0,0,6,4,2,26090880
1214,76.0747222222,-3.72972222222,2609,2,1,11,3,4,26095080
1215,76.2,-3.55,1272,2,0,6,4,3,26095180
1216,76.1833333333,-3.86666666667,1320,0,0,11,3,2,26095200
1217,76.2994444444,-3.835,979,1,2,2,3,4,26095230
1218,76.1477777778,-4.22361111111,932,0,0,2,4,2,26100070
1219,76.0333333333,-4.61666666667,939,0,0,11,4,2,26100280
1220,75.9166666667,-4.66666666667,970,0,0,11,4,2,26100290
1221,75.9655555556,-4.58861111111,960,0,0,11,4,2,26100300
1222,76.0,-4.51666666667,920,0,0,11,4,2,26100330
1223,75.9944444444,-4.05416666667,1683,0,0,6,4,2,26100350
1224,75.95,-4.4,1024,0,0,11,4,2,26100360
1225,76.15,-4.21666666667,942,0,0,11,4,2,26100370
1226,75.8666666667,-4.08333333333,2290,0,0,11,4,2,26100380
1227,76.0186111111,-4.30666666667,963,0,0,11,4,2,26100400
1228,76.0563888889,-4.17166666667,1172,0,0,11,4,2,26100410
1229,75.9666666667,-3.95,2350,0,0,2,4,2,26100660
1230,75.95,-3.98333333333,2783,0,0,6,3,2,26100670
1231,76.0833333333,-4.06666666667,1560,0,0,6,3,2,26100680
1232,76.1002777778,-3.87888888889,2160,0,0,11,4,2,26100690
1233,76.1005555556,-4.08722222222,1277,0,0,6,4,2,26100700
1234,76.0402777778,-4.51555555556,909,0,0,11,4,2,26100740
1235,76.0425,-4.11416666667,2000,0,0,6,4,2,26100770
1236,76.0736111111,-4.3825,962,0,0,11,4,2,26100780
1237,75.8055555556,-4.05722222222,2711,0,0,11,4,2,26100790
1238,76.0658333333,-3.88861111111,2504,0,0,11,4,2,26100800
1239,76.2,-4.11666666667,928,0,0,11,4,2,26100820
1240,75.9613888889,-4.68833333333,910,0,0,11,4,2,26100830
1241,76.0822222222,-4.31805555556,941,1,1,11,3,4,26105110
1242,75.8880555556,-4.03333333333,2902,0,1,2,3,3,26105140
1243,76.0330555556,-4.23888888889,1002,0,1,11,4,3,26105150
1244,76.2230555556,-4.09027777778,955,0,2,11,3,3,26105160
1245,76.1680555556,-4.02861111111,1025,0,1,11,3,3,26105230
1246,76.1902777778,-4.34277777778,916,0,0,2,4,2,26110040
1247,76.1166666667,-4.55,1020,0,0,2,4,2,26110050
1248,76.1166666667,-4.46666666667,915,0,0,2,4,2,26110060
1249,76.0666666667,-4.61666666667,930,0,0,11,4,2,26110070
1250,76.0833333333,-4.61666666667,990,0,0,11,4,2,26110090
1251,76.1,-4.48333333333,920,0,0,2,4,2,26110100
1252,76.05,-4.58333333333,915,0,0,11,4,2,26110110
1253,76.0380555556,-4.97083333333,1310,0,0,6,3,2,26110120
1254,75.9863888889,-4.79361111111,960,0,0,11,4,2,26110150
1255,76.0355555556,-4.68472222222,960,0,0,11,4,2,26110160
1256,76.2666666667,-4.41666666667,1640,0,0,6,4,2,26110170
1257,76.2333333333,-4.46666666667,1357,0,0,11,4,2,26110180
1258,76.2,-4.31666666667,951,0,0,2,4,2,26110190
1259,76.05,-4.88333333333,1813,0,0,6,3,2,26110200
1260,76.1436111111,-4.77583333333,1950,0,0,6,3,2,26110210
1261,76.1166666667,-4.68333333333,1750,0,0,11,4,2,26110220
1262,76.1005555556,-4.41861111111,908,0,0,2,4,2,26110230
1263,76.0936111111,-4.53138888889,942,0,0,2,4,2,26110290
1264,76.0341666667,-4.61666666667,913,0,0,11,4,2,26110300
1265,76.1,-4.58333333333,976,0,0,11,4,2,26110330
1266,76.2,-4.4,1400,0,0,11,4,2,26110360
1267,76.1,-4.53333333333,976,0,0,11,4,2,26110380
1268,76.2,-4.46666666667,1460,0,0,2,4,2,26110390
1269,76.1166666667,-4.63333333333,1514,0,0,11,4,2,26110430
1270,76.1,-4.63333333333,1807,0,0,6,4,2,26110440
1271,76.15,-4.51666666667,1380,0,0,2,4,2,26110450
1272,76.15,-4.56666666667,1643,0,0,2,4,2,26115020
1273,76.0619444444,-4.53111111111,920,1,2,11,3,4,26115040
1274,76.0797222222,-4.48083333333,901,0,0,2,4,2,26115080
1275,75.8347222222,-4.33138888889,1240,0,0,6,4,2,26120120
1276,75.9152777778,-4.40277777778,1178,0,0,6,4,2,26120130
1277,75.7863888889,-4.67611111111,1198,0,0,6,4,2,26120150
1278,75.5688888889,-4.63555555556,1910,0,0,6,4,2,26120160
1279,75.7061111111,-4.33277777778,1625,0,0,6,3,2,26120170
1280,75.8752777778,-4.41,1028,0,0,6,4,2,26120180
1281,75.7666666667,-4.43333333333,1200,0,0,6,4,2,26120440
1282,75.9333333333,-4.71666666667,1100,0,0,6,4,2,26120600
1283,75.7663888889,-4.45444444444,1229,1,1,6,3,4,26125060
1284,75.6666666667,-4.51666666667,1450,1,1,6,0,3,26125070
1285,75.8322222222,-4.185,1692,2,1,6,3,4,26125130
1286,75.5577777778,-4.84416666667,1935,0,0,6,3,2,26130020
1287,75.6333333333,-4.88333333333,1675,0,0,6,3,2,26130060
1288,75.7,-4.83333333333,1440,0,0,6,3,2,26130120
1289,75.6666666667,-4.9,1660,0,0,3,3,2,26130130
1290,75.5572222222,-4.88583333333,2140,0,0,6,3,2,26130170
1291,75.8577777778,-4.80111111111,1212,0,0,6,4,2,26130180
1292,75.7413888889,-4.96277777778,1560,0,0,6,3,2,26130200
1293,75.8416666667,-4.81277777778,1172,0,0,6,3,2,26130220
1294,75.6833333333,-4.83333333333,1450,0,0,6,0,1,26130260
1295,76.5833333333,-4.9,1405,0,0,6,3,2,26130340
1296,75.5969444444,-4.75666666667,1728,0,0,6,3,2,26130540
1297,75.575,-4.73277777778,1930,0,0,6,3,2,26130560
1298,75.7336111111,-4.81583333333,1342,1,2,6,3,4,26135040
1299,75.6333333333,-4.91666666667,1600,1,1,6,0,3,26135060
1300,75.5333333333,-4.78333333333,2120,2,1,6,0,3,26135070
1301,75.8775,-4.87777777778,970,1,2,6,3,4,26135100
1302,75.6272222222,-4.86777777778,1720,2,1,6,3,4,26135110
1303,75.5794444444,-4.84194444444,2000,0,1,6,3,3,26135160
1304,75.95,-5.13333333333,1480,0,0,6,3,2,26140030
1305,75.8258333333,-5.28055555556,1478,0,0,6,3,2,26140080
1306,75.8622222222,-5.16722222222,1580,0,0,6,3,2,26140090
1307,75.7869444444,-5.31833333333,2060,0,0,6,3,2,26140110
1308,75.8722222222,-5.29444444444,1520,0,0,11,3,2,26140120
1309,75.8833333333,-5.36666666667,1720,0,0,6,3,2,26140150
1310,75.7833333333,-5.23333333333,1660,0,0,6,3,2,26140170
1311,75.8819444444,-4.89277777778,900,0,0,6,4,2,26140180
1312,75.9666666667,-4.95,1500,0,0,6,0,1,26140200
1313,76.0,-5.05,1650,0,0,6,0,1,26140430
1314,75.8,-5.27583333333,1932,1,1,6,3,4,26145020
1315,75.9669444444,-5.08,1650,1,1,6,3,4,26145030
1316,75.8833333333,-5.05,1020,0,1,11,0,2,26145050
1317,75.4833333333,-5.06666666667,2055,0,0,6,3,2,26150030
1318,75.5166666667,-5.06666666667,2072,0,0,6,3,2,26150040
1319,75.5333333333,-5.06666666667,2170,0,0,6,3,2,26150050
1320,75.7013888889,-5.10833333333,890,0,0,6,4,2,26150060
1321,75.5333333333,-5.05,1850,0,0,6,3,2,26150070
1322,75.5666666667,-5.0,1370,0,0,6,3,2,26150080
1323,75.4905555556,-4.95111111111,2220,0,0,6,3,2,26150150
1324,75.3561111111,-5.01805555556,3280,0,0,6,3,2,26150160
1325,75.5,-5.05,1850,0,0,6,3,2,26150250
1326,75.7,-5.05,1100,0,0,6,3,2,26150330
1327,75.4697222222,-5.02972222222,2058,5,1,6,3,4,26155110
1328,75.35,-4.90138888889,4150,2,1,11,3,4,26155150
1329,75.4891666667,-5.39527777778,1744,0,0,6,3,2,26160080
1330,75.455,-5.52222222222,1730,0,0,6,3,2,26160090
1331,75.5177777778,-5.16333333333,2080,0,0,6,3,2,26160100
1332,75.5,-5.26666666667,1870,0,0,6,3,2,26160110
1333,75.435,-5.1925,2290,0,0,6,3,2,26160120
1334,75.5775,-5.5875,704,0,0,3,3,2,26160160
1335,75.8386111111,-5.79083333333,1785,0,0,3,3,2,26170150
1336,75.6411111111,-5.54777777778,2072,0,0,6,3,2,26170180
1337,75.7236111111,-5.80361111111,898,0,0,3,3,2,26170190
1338,75.7666666667,-5.46666666667,2500,0,0,6,3,2,26170240
1339,75.6644444444,-5.28138888889,810,0,0,6,4,2,26170260
1340,75.7297222222,-5.425,1950,0,0,6,3,2,26170290
1341,75.6941666667,-5.72,1151,1,1,3,3,4,26175030
1342,75.6508333333,-5.8,530,1,2,7,3,4,26175040
1343,75.65,-5.46666666667,1320,1,2,6,3,4,26175070
1344,75.4302777778,-5.78583333333,2190,0,0,3,3,2,26180160
1345,75.3813888889,-5.99833333333,2479,0,0,7,3,2,26180170
1346,75.2944444444,-5.715,2402,0,0,6,3,2,26180180
1347,75.4511111111,-5.6,2071,0,0,3,3,2,26180190
1348,75.5366666667,-5.95083333333,2073,0,0,3,3,2,26180200
1349,75.5983333333,-5.73361111111,585,0,0,3,3,2,26180220
1350,75.3447222222,-5.57861111111,2180,0,1,7,3,3,26185010
1351,75.3186111111,-5.88611111111,2314,1,1,3,3,4,26185020
1352,75.375,-5.3725,2696,1,1,6,3,4,26185040
1353,75.9752777778,-5.755,1580,0,0,3,3,2,26190090
1354,75.9,-5.56388888889,1507,0,0,6,3,2,26190100
1355,75.8833333333,-5.68333333333,1250,0,0,7,3,2,26190120
1356,75.85,-5.53333333333,1570,1,1,7,3,4,26195010
1357,75.88,-5.69083333333,1180,1,1,7,3,4,26195020
1358,75.8005555556,-5.5875,2005,2,1,3,3,4,26195030
1359,75.7944444444,-6.07277777778,1375,0,0,7,3,2,26200120
1360,75.8422222222,-5.96777777778,604,0,0,7,6,2,26200130
1361,75.7713888889,-6.15777777778,1619,0,0,7,3,2,26200140
1362,75.685,-5.93666666667,1793,0,0,3,3,2,26200150
1363,75.7166666667,-5.93333333333,1600,1,2,3,3,4,26205020
1364,75.7008333333,-6.34083333333,1638,0,0,3,3,2,26205080
1365,75.9811111111,-6.40583333333,1725,0,0,7,3,2,26210070
1366,75.8738888889,-6.09916666667,547,0,0,7,6,2,26210080
1367,75.8591666667,-6.30305555556,710,0,0,7,6,2,26210090
1368,75.8611111111,-5.93472222222,586,0,0,3,3,2,26210110
1369,75.9558333333,-6.50333333333,2128,0,0,7,6,2,26210130
1370,75.9452777778,-6.21833333333,1792,0,0,7,6,2,26210140
1371,75.9197222222,-6.03972222222,1904,1,1,3,3,4,26215010
1372,75.9333333333,-7.03333333333,2440,0,0,3,3,2,26220050
1373,75.9572222222,-6.68805555556,1973,0,0,7,6,2,26220090
1374,75.7338888889,-7.24944444444,997,0,0,5,3,2,26220100
1375,75.6166666667,-7.32361111111,1916,0,0,3,3,2,26220110
1376,75.8272222222,-6.53388888889,530,1,2,5,6,4,26225030
1377,75.9127777778,-6.72944444444,1650,2,1,7,3,4,26225040
1378,75.8108333333,-6.62861111111,575,0,0,5,1,2,26230010
1379,75.6697222222,-6.90972222222,1600,0,0,7,3,2,26230110
1380,75.6094444444,-6.88694444444,2830,0,0,3,3,2,26230130
1381,75.7580555556,-6.72083333333,1250,0,0,7,3,2,26230140
1382,75.5116666667,-7.10527777778,1440,0,0,4,3,2,26230160
1383,75.7175,-6.42694444444,1600,0,0,7,6,2,26230180
1384,75.8147222222,-6.84583333333,1000,0,0,7,3,2,26230200
1385,75.6383333333,-6.77916666667,2300,0,0,6,3,2,26230220
1386,75.7047222222,-6.9,2550,0,0,3,3,2,26230240
1387,75.6658333333,-7.03555555556,500,5,2,5,3,4,26235030
1388,75.415,-7.83666666667,75,0,0,3,1,2,26240060
1389,75.2844444444,-7.66805555556,80,0,0,3,6,2,26240090
